,codcliente,ingressi_condivisi
61218,231564,5
61219,231566,5
61220,231567,14
61221,231568,17
61222,231570,5
61223,231573,5
61224,231574,6
61225,231577,0
61226,231579,6
61227,231593,4
61228,231596,0
61229,231608,5
61230,231610,4
61231,231615,0
61232,231618,0
61233,231619,8
61234,231620,0
61235,231626,5
61236,231630,3
61237,231631,4
61238,231654,8
61239,231660,5
61240,231665,7
61241,231666,6
61242,231672,5
61243,231676,0
61244,231681,8
61245,231692,33
61246,231696,8
61247,231703,6
61248,231706,0
61249,231710,0
61250,231712,5
61251,231718,0
61252,231726,6
61253,231733,4
61254,231736,0
61255,231742,0
61256,231749,7
61257,231754,6
61258,231755,14
61259,231774,8
61260,231776,9
61261,231778,5
61262,231781,9
61263,231786,5
61264,231792,0
61265,231797,8
61266,231804,3
61267,231808,0
61268,231809,16
61269,231814,0
61270,231816,0
61271,231818,10
61272,231819,4
61273,231824,17
61274,231826,0
61275,231830,5
61276,231832,7
61277,231835,8
61278,231838,13
61279,231844,8
61280,231847,0
61281,231852,11
61282,231853,0
61283,231854,5
61284,231859,4
61285,231861,0
61286,231862,4
61287,231863,0
61288,231868,0
61289,231870,9
61290,231872,12
61291,231873,0
61292,231879,13
61293,231886,18
61294,231892,5
61295,231893,5
61296,231895,0
61297,231898,0
61298,231901,6
61299,231905,0
61300,231906,8
61301,231913,3
61302,231916,7
61303,231924,0
61304,231931,0
61305,231933,9
61306,231937,8
61307,231943,7
61308,231945,4
61309,231950,5
61310,231954,0
61311,231957,0
61312,231959,4
61313,231960,7
61314,231966,6
61315,231967,6
61316,231968,3
61317,231975,0
61318,231982,3
61319,231983,5
61320,231984,9
61321,231986,9
61322,231992,0
61323,231993,6
61324,231996,8
61325,231999,4
61326,232003,5
61327,232008,6
61328,232010,14
61329,232014,23
61330,232015,6
61331,232024,3
61332,232026,5
61333,232027,3
61334,232035,8
61335,232036,4
61336,232037,0
61337,232040,0
61338,232049,4
61339,232051,0
61340,232052,9
61341,232067,25
61342,232074,16
61343,232078,0
61344,232082,10
61345,232090,9
61346,232092,3
61347,232100,0
61348,232107,5
61349,232109,5
61350,232110,16
61351,232115,0
61352,232117,7
61353,232122,21
61354,232123,0
61355,232124,0
61356,232125,17
61357,232126,36
61358,232131,11
61359,232142,0
61360,232148,7
61361,232149,4
61362,232150,4
61363,232154,8
61364,232155,9
61365,232158,8
61366,232161,0
61367,232162,4
61368,232167,11
61369,232170,8
61370,232180,3
61371,232181,4
61372,232184,4
61373,232187,0
61374,232196,4
61375,232200,8
61376,232203,14
61377,232204,4
61378,232205,0
61379,232208,9
61380,232209,3
61381,232211,5
61382,232214,4
61383,232217,0
61384,232218,4
61385,232228,4
61386,232231,13
61387,232238,3
61388,232243,0
61389,232246,10
61390,232247,7
61391,232248,5
61392,232252,9
61393,232254,3
61394,232257,6
61395,232260,6
61396,232267,0
61397,232272,0
61398,232275,11
61399,232277,5
61400,232282,8
61401,232283,14
61402,232285,9
61403,232287,3
61404,232290,0
61405,232292,5
61406,232294,6
61407,232296,9
61408,232302,7
61409,232306,4
61410,232308,6
61411,232312,3
61412,232319,6
61413,232321,12
61414,232326,13
61415,232329,3
61416,232333,6
61417,232336,5
61418,232337,5
61419,232341,4
61420,232344,5
61421,232345,0
61422,232346,3
61423,232347,4
61424,232348,4
61425,232349,7
61426,232369,0
61427,232373,0
61428,232375,0
61429,232377,17
61430,232381,3
61431,232382,0
61432,232383,0
61433,232387,0
61434,232388,0
61435,232391,0
61436,232394,3
61437,232397,3
61438,232403,8
61439,232404,0
61440,232405,7
61441,232406,24
61442,232408,5
61443,232409,3
61444,232411,16
61445,232413,5
61446,232418,3
61447,232423,5
61448,232425,8
61449,232426,5
61450,232428,0
61451,232431,10
61452,232437,0
61453,232439,0
61454,232440,3
61455,232441,3
61456,232442,10
61457,232449,3
61458,232452,6
61459,232453,3
61460,232458,10
61461,232460,9
61462,232466,0
61463,232469,3
61464,232476,0
61465,232483,0
61466,232491,4
61467,232496,4
61468,232497,3
61469,232499,4
61470,232501,10
61471,232504,6
61472,232505,4
61473,232506,21
61474,232514,3
61475,232517,0
61476,232525,0
61477,232530,3
61478,232532,0
61479,232534,7
61480,232538,3
61481,232539,10
61482,232556,9
61483,232557,4
61484,232562,15
61485,232564,5
61486,232566,4
61487,232567,3
61488,232569,12
61489,232574,3
61490,232576,4
61491,232581,6
61492,232582,10
61493,232586,0
61494,232591,7
61495,232592,13
61496,232602,4
61497,232606,15
61498,232612,0
61499,232614,5
61500,232615,20
61501,232618,0
61502,232621,22
61503,232623,16
61504,232628,0
61505,232639,0
61506,232640,3
61507,232641,5
61508,232643,8
61509,232648,0
61510,232649,0
61511,232656,4
61512,232667,0
61513,232671,5
61514,232672,3
61515,232673,0
61516,232689,11
61517,232695,0
61518,232699,22
61519,232704,7
61520,232706,8
61521,232707,3
61522,232708,4
61523,232711,19
61524,232712,5
61525,232716,5
61526,232727,7
61527,232730,14
61528,232735,4
61529,232736,11
61530,232737,19
61531,232738,9
61532,232739,13
61533,232750,4
61534,232751,4
61535,232754,5
61536,232757,10
61537,232758,12
61538,232762,17
61539,232763,0
61540,232765,26
61541,232766,18
61542,232767,12
61543,232768,8
61544,232769,0
61545,232773,8
61546,232777,4
61547,232779,14
61548,232785,16
61549,232796,0
61550,232798,4
61551,232804,6
61552,232805,0
61553,232806,3
61554,232809,0
61555,232813,3
61556,232814,5
61557,232821,5
61558,232822,10
61559,232830,4
61560,232835,0
61561,232838,6
61562,232847,4
61563,232854,3
61564,232863,4
61565,232869,10
61566,232871,0
61567,232873,11
61568,232881,3
61569,232897,0
61570,232898,19
61571,232899,4
61572,232901,5
61573,232913,4
61574,232921,0
61575,232927,0
61576,232932,7
61577,232939,13
61578,232942,3
61579,232943,4
61580,232945,6
61581,232948,7
61582,232972,0
61583,232981,3
61584,232989,0
61585,232990,0
61586,232998,3
61587,233007,3
61588,233008,0
61589,233010,48
61590,233016,0
61591,233020,4
61592,233022,0
61593,233023,0
61594,233027,11
61595,233032,8
61596,233033,3
61597,233034,5
61598,233036,0
61599,233037,15
61600,233038,5
61601,233050,9
61602,233055,7
61603,233058,10
61604,233061,0
61605,233069,12
61606,233071,0
61607,233072,3
61608,233077,0
61609,233082,0
61610,233085,0
61611,233087,4
61612,233099,11
61613,233103,0
61614,233104,0
61615,233105,4
61616,233109,9
61617,233110,6
61618,233121,0
61619,233123,3
61620,233129,0
61621,233136,9
61622,233137,8
61623,233142,4
61624,233143,0
61625,233144,4
61626,233151,3
61627,233159,3
61628,233160,0
61629,233162,4
61630,233164,14
61631,233165,6
61632,233172,6
61633,233184,11
61634,233188,0
61635,233189,3
61636,233195,10
61637,233197,3
61638,233200,3
61639,233201,0
61640,233205,7
61641,233206,3
61642,233217,0
61643,233219,3
61644,233220,4
61645,233222,3
61646,233225,5
61647,233227,5
61648,233243,0
61649,233246,0
61650,233249,0
61651,233253,0
61652,233258,10
61653,233260,8
61654,233266,6
61655,233271,5
61656,233284,6
61657,233300,3
61658,233301,7
61659,233311,0
61660,233313,12
61661,233314,10
61662,233324,0
61663,233325,5
61664,233326,7
61665,233329,9
61666,233331,6
61667,233332,4
61668,233333,16
61669,233337,0
61670,233342,4
61671,233343,7
61672,233344,0
61673,233350,11
61674,233352,16
61675,233356,7
61676,233369,4
61677,233373,6
61678,233390,5
61679,233393,10
61680,233396,15
61681,233410,0
61682,233412,7
61683,233414,6
61684,233415,8
61685,233422,8
61686,233425,13
61687,233433,3
61688,233436,11
61689,233438,9
61690,233441,10
61691,233444,5
61692,233450,3
61693,233454,9
61694,233455,9
61695,233456,3
61696,233459,13
61697,233460,5
61698,233464,6
61699,233466,13
61700,233469,7
61701,233470,3
61702,233471,7
61703,233474,0
61704,233477,0
61705,233479,0
61706,233480,13
61707,233489,4
61708,233490,3
61709,233494,9
61710,233495,5
61711,233500,0
61712,233504,3
61713,233505,14
61714,233507,4
61715,233515,10
61716,233523,9
61717,233528,0
61718,233533,0
61719,233534,24
61720,233535,0
61721,233536,6
61722,233539,4
61723,233540,11
61724,233541,18
61725,233545,4
61726,233547,0
61727,233548,10
61728,233552,0
61729,233553,0
61730,233554,12
61731,233555,0
61732,233562,0
61733,233563,0
61734,233565,12
61735,233566,6
61736,233568,0
61737,233570,3
61738,233572,12
61739,233576,8
61740,233578,4
61741,233581,0
61742,233582,4
61743,233584,0
61744,233586,5
61745,233587,0
61746,233588,0
61747,233595,0
61748,233600,0
61749,233601,0
61750,233604,5
61751,233605,4
61752,233607,0
61753,233610,8
61754,233612,3
61755,233613,6
61756,233615,4
61757,233618,0
61758,233621,4
61759,233624,12
61760,233635,15
61761,233637,7
61762,233639,7
61763,233640,0
61764,233643,0
61765,233648,8
61766,233653,4
61767,233655,5
61768,233656,0
61769,233658,7
61770,233675,0
61771,233677,0
61772,233679,0
61773,233680,11
61774,233685,13
61775,233686,5
61776,233692,27
61777,233698,0
61778,233700,0
61779,233701,4
61780,233703,7
61781,233704,13
61782,233715,0
61783,233717,7
61784,233720,6
61785,233723,0
61786,233724,3
61787,233728,0
61788,233730,0
61789,233733,9
61790,233734,14
61791,233735,9
61792,233736,4
61793,233743,4
61794,233744,0
61795,233751,10
61796,233758,9
61797,233763,15
61798,233766,5
61799,233767,6
61800,233768,5
61801,233770,5
61802,233773,3
61803,233774,5
61804,233777,3
61805,233783,3
61806,233790,10
61807,233795,6
61808,233798,0
61809,233802,4
61810,233808,0
61811,233818,3
61812,233819,9
61813,233823,10
61814,233825,4
61815,233827,33
61816,233828,10
61817,233834,11
61818,233836,9
61819,233839,6
61820,233842,0
61821,233843,4
61822,233848,0
61823,233856,6
61824,233859,6
61825,233862,0
61826,233866,6
61827,233867,9
61828,233870,8
61829,233881,7
61830,233886,4
61831,233887,5
61832,233888,0
61833,233889,5
61834,233890,4
61835,233891,3
61836,233896,0
61837,233901,6
61838,233904,0
61839,233908,8
61840,233909,6
61841,233911,3
61842,233912,4
61843,233913,6
61844,233914,6
61845,233915,5
61846,233919,11
61847,233920,9
61848,233930,15
61849,233931,3
61850,233934,4
61851,233942,5
61852,233947,4
61853,233948,3
61854,233950,4
61855,233954,4
61856,233957,4
61857,233959,0
61858,233966,0
61859,233971,7
61860,233972,0
61861,233973,6
61862,233975,3
61863,233977,0
61864,233978,0
61865,233980,4
61866,233981,5
61867,233982,0
61868,233983,7
61869,233984,0
61870,233989,0
61871,233992,0
61872,233995,16
61873,233996,11
61874,233997,5
61875,234002,13
61876,234007,0
61877,234008,0
61878,234012,4
61879,234021,0
61880,234025,7
61881,234026,4
61882,234028,4
61883,234031,8
61884,234034,0
61885,234040,6
61886,234048,17
61887,234051,19
61888,234053,6
61889,234068,8
61890,234072,7
61891,234076,4
61892,234077,4
61893,234081,11
61894,234085,8
61895,234091,12
61896,234099,5
61897,234102,0
61898,234105,7
61899,234123,13
61900,234125,9
61901,234127,13
61902,234133,0
61903,234136,9
61904,234137,4
61905,234143,16
61906,234148,4
61907,234151,0
61908,234155,5
61909,234156,6
61910,234159,0
61911,234160,0
61912,234161,3
61913,234165,0
61914,234167,6
61915,234168,10
61916,234169,0
61917,234172,4
61918,234183,11
61919,234184,17
61920,234187,0
61921,234191,8
61922,234192,11
61923,234195,4
61924,234201,14
61925,234211,0
61926,234217,5
61927,234218,6
61928,234220,6
61929,234224,4
61930,234230,6
61931,234236,12
61932,234241,0
61933,234243,12
61934,234248,12
61935,234250,6
61936,234254,8
61937,234266,9
61938,234267,11
61939,234271,0
61940,234277,9
61941,234278,5
61942,234287,3
61943,234289,7
61944,234292,0
61945,234293,5
61946,234307,8
61947,234313,0
61948,234319,7
61949,234320,7
61950,234324,0
61951,234328,8
61952,234329,12
61953,234330,4
61954,234333,4
61955,234340,12
61956,234346,7
61957,234348,7
61958,234366,0
61959,234378,0
61960,234384,4
61961,234386,4
61962,234391,4
61963,234395,5
61964,234400,11
61965,234406,12
61966,234409,6
61967,234414,5
61968,234419,11
61969,234424,0
61970,234427,4
61971,234429,0
61972,234437,22
61973,234445,0
61974,234449,4
61975,234452,11
61976,234454,9
61977,234460,9
61978,234464,0
61979,234468,3
61980,234472,5
61981,234476,9
61982,234477,7
61983,234478,11
61984,234480,0
61985,234481,26
61986,234482,29
61987,234485,0
61988,234489,11
61989,234490,6
61990,234492,8
61991,234493,8
61992,234495,4
61993,234496,6
61994,234499,0
61995,234516,16
61996,234521,4
61997,234522,4
61998,234523,0
61999,234524,3
62000,234529,3
62001,234536,0
62002,234540,0
62003,234547,11
62004,234549,7
62005,234550,6
62006,234551,3
62007,234560,14
62008,234566,15
62009,234569,6
62010,234570,4
62011,234572,7
62012,234578,0
62013,234583,0
62014,234586,6
62015,234589,13
62016,234591,0
62017,234592,4
62018,234596,0
62019,234597,15
62020,234609,7
62021,234611,16
62022,234616,10
62023,234618,0
62024,234620,5
62025,234621,0
62026,234632,0
62027,234633,11
62028,234634,4
62029,234637,10
62030,234640,8
62031,234643,0
62032,234644,0
62033,234647,5
62034,234651,3
62035,234657,9
62036,234659,3
62037,234663,4
62038,234666,4
62039,234671,0
62040,234672,0
62041,234679,0
62042,234695,0
62043,234700,4
62044,234704,19
62045,234705,3
62046,234708,6
62047,234712,6
62048,234714,5
62049,234715,0
62050,234722,0
62051,234724,7
62052,234727,7
62053,234732,0
62054,234740,3
62055,234744,5
62056,234752,13
62057,234754,0
62058,234755,3
62059,234756,0
62060,234757,5
62061,234764,5
62062,234765,3
62063,234769,0
62064,234775,6
62065,234778,16
62066,234781,4
62067,234782,0
62068,234785,0
62069,234791,6
62070,234792,0
62071,234795,11
62072,234800,5
62073,234808,7
62074,234814,4
62075,234815,16
62076,234819,4
62077,234823,18
62078,234827,9
62079,234829,4
62080,234830,0
62081,234831,10
62082,234832,8
62083,234835,3
62084,234836,9
62085,234837,5
62086,234844,5
62087,234846,11
62088,234847,0
62089,234852,0
62090,234853,3
62091,234854,0
62092,234855,6
62093,234866,5
62094,234870,12
62095,234880,0
62096,234882,0
62097,234884,6
62098,234885,0
62099,234887,7
62100,234888,6
62101,234892,8
62102,234894,4
62103,234896,14
62104,234899,0
62105,234900,0
62106,234906,11
62107,234911,8
62108,234915,3
62109,234916,9
62110,234919,0
62111,234928,0
62112,234931,8
62113,234932,0
62114,234933,4
62115,234941,3
62116,234943,10
62117,234945,5
62118,234955,3
62119,234957,4
62120,234959,0
62121,234962,9
62122,234963,11
62123,234967,10
62124,234970,19
62125,234971,0
62126,234972,7
62127,234973,9
62128,234974,25
62129,234975,7
62130,234978,11
62131,234979,21
62132,234982,6
62133,234983,0
62134,234988,7
62135,234993,4
62136,235008,3
62137,235010,0
62138,235011,4
62139,235012,0
62140,235013,9
62141,235014,7
62142,235015,0
62143,235016,12
62144,235018,7
62145,235019,4
62146,235022,7
62147,235024,3
62148,235025,12
62149,235037,6
62150,235040,0
62151,235042,0
62152,235047,0
62153,235051,9
62154,235054,9
62155,235055,6
62156,235057,6
62157,235062,0
62158,235069,5
62159,235071,5
62160,235075,11
62161,235077,0
62162,235080,14
62163,235084,11
62164,235085,5
62165,235090,13
62166,235095,6
62167,235097,3
62168,235102,6
62169,235116,13
62170,235117,4
62171,235120,5
62172,235123,3
62173,235125,0
62174,235129,0
62175,235130,0
62176,235131,4
62177,235138,8
62178,235141,7
62179,235151,0
62180,235153,3
62181,235154,8
62182,235158,5
62183,235163,4
62184,235167,0
62185,235168,7
62186,235181,8
62187,235184,3
62188,235192,3
62189,235193,0
62190,235202,0
62191,235206,3
62192,235207,8
62193,235209,6
62194,235213,3
62195,235214,9
62196,235216,9
62197,235217,6
62198,235219,13
62199,235222,0
62200,235226,4
62201,235227,5
62202,235231,6
62203,235232,9
62204,235233,8
62205,235242,4
62206,235243,12
62207,235248,3
62208,235249,5
62209,235253,0
62210,235256,17
62211,235272,6
62212,235282,4
62213,235285,3
62214,235287,0
62215,235288,0
62216,235289,9
62217,235290,0
62218,235291,0
62219,235293,5
62220,235295,3
62221,235296,17
62222,235297,4
62223,235299,6
62224,235309,10
62225,235310,7
62226,235313,7
62227,235314,5
62228,235316,5
62229,235318,24
62230,235322,14
62231,235324,6
62232,235328,8
62233,235330,6
62234,235333,5
62235,235336,10
62236,235337,10
62237,235341,22
62238,235344,7
62239,235346,12
62240,235347,0
62241,235351,13
62242,235354,7
62243,235356,0
62244,235359,4
62245,235365,10
62246,235368,3
62247,235375,9
62248,235379,9
62249,235381,6
62250,235384,24
62251,235388,3
62252,235389,5
62253,235391,7
62254,235398,0
62255,235403,8
62256,235405,4
62257,235406,10
62258,235409,7
62259,235416,3
62260,235419,3
62261,235422,0
62262,235425,8
62263,235427,3
62264,235428,13
62265,235431,7
62266,235434,11
62267,235436,0
62268,235447,0
62269,235448,12
62270,235451,24
62271,235452,9
62272,235454,4
62273,235460,3
62274,235464,5
62275,235465,6
62276,235467,5
62277,235491,12
62278,235493,12
62279,235498,9
62280,235507,0
62281,235508,0
62282,235511,4
62283,235518,0
62284,235520,3
62285,235541,0
62286,235546,10
62287,235550,5
62288,235553,10
62289,235566,6
62290,235567,8
62291,235571,9
62292,235576,7
62293,235577,3
62294,235581,6
62295,235583,0
62296,235584,4
62297,235587,4
62298,235592,7
62299,235593,5
62300,235594,3
62301,235598,5
62302,235599,0
62303,235605,6
62304,235611,3
62305,235616,0
62306,235622,4
62307,235623,5
62308,235627,9
62309,235630,4
62310,235635,5
62311,235647,9
62312,235649,11
62313,235651,0
62314,235654,7
62315,235658,16
62316,235660,0
62317,235662,4
62318,235668,0
62319,235669,5
62320,235670,3
62321,235671,8
62322,235673,0
62323,235681,8
62324,235683,0
62325,235684,4
62326,235686,0
62327,235690,11
62328,235691,3
62329,235692,17
62330,235697,5
62331,235699,4
62332,235712,4
62333,235715,3
62334,235724,7
62335,235725,9
62336,235727,4
62337,235728,0
62338,235729,17
62339,235730,10
62340,235732,22
62341,235736,22
62342,235737,10
62343,235738,6
62344,235740,6
62345,235741,8
62346,235744,0
62347,235749,14
62348,235757,9
62349,235758,8
62350,235759,6
62351,235761,23
62352,235765,3
62353,235773,0
62354,235776,38
62355,235779,12
62356,235784,5
62357,235789,5
62358,235792,0
62359,235797,0
62360,235804,5
62361,235805,4
62362,235807,5
62363,235808,9
62364,235814,6
62365,235817,8
62366,235818,12
62367,235820,3
62368,235824,4
62369,235827,12
62370,235829,0
62371,235832,7
62372,235833,4
62373,235838,0
62374,235841,19
62375,235848,0
62376,235851,5
62377,235856,3
62378,235857,0
62379,235859,0
62380,235863,7
62381,235864,10
62382,235865,5
62383,235871,0
62384,235880,0
62385,235884,0
62386,235889,22
62387,235896,5
62388,235899,10
62389,235903,10
62390,235908,11
62391,235913,14
62392,235915,0
62393,235917,0
62394,235921,6
62395,235922,8
62396,235923,4
62397,235926,7
62398,235927,6
62399,235930,0
62400,235933,10
62401,235936,12
62402,235937,3
62403,235939,4
62404,235946,0
62405,235947,3
62406,235948,16
62407,235958,11
62408,235960,6
62409,235963,10
62410,235965,0
62411,235967,4
62412,235970,3
62413,235972,9
62414,235973,0
62415,235974,0
62416,235976,0
62417,235977,0
62418,235979,5
62419,235983,4
62420,235987,5
62421,235993,5
62422,235994,13
62423,235996,16
62424,235998,3
62425,236002,0
62426,236006,6
62427,236008,3
62428,236012,10
62429,236019,5
62430,236020,9
62431,236022,6
62432,236023,14
62433,236025,0
62434,236026,0
62435,236027,8
62436,236028,5
62437,236029,13
62438,236031,19
62439,236035,12
62440,236037,14
62441,236042,3
62442,236046,7
62443,236049,4
62444,236050,0
62445,236051,6
62446,236052,14
62447,236057,0
62448,236058,10
62449,236067,4
62450,236068,3
62451,236071,28
62452,236072,0
62453,236074,3
62454,236075,4
62455,236081,3
62456,236082,3
62457,236084,4
62458,236088,3
62459,236095,4
62460,236100,19
62461,236101,7
62462,236107,9
62463,236109,5
62464,236113,3
62465,236116,8
62466,236121,0
62467,236122,7
62468,236126,13
62469,236129,0
62470,236130,8
62471,236132,11
62472,236137,4
62473,236138,12
62474,236141,0
62475,236147,12
62476,236152,3
62477,236153,5
62478,236173,4
62479,236174,5
62480,236182,10
62481,236194,3
62482,236197,3
62483,236204,4
62484,236212,11
62485,236216,0
62486,236220,7
62487,236228,10
62488,236237,7
62489,236239,3
62490,236241,11
62491,236249,4
62492,236252,7
62493,236256,0
62494,236257,7
62495,236258,12
62496,236261,3
62497,236264,0
62498,236267,14
62499,236268,0
62500,236271,20
62501,236273,8
62502,236274,3
62503,236275,4
62504,236276,12
62505,236278,4
62506,236281,0
62507,236282,6
62508,236286,4
62509,236287,0
62510,236288,9
62511,236292,5
62512,236296,0
62513,236299,0
62514,236305,0
62515,236308,4
62516,236313,10
62517,236314,11
62518,236315,20
62519,236318,5
62520,236325,0
62521,236326,5
62522,236327,0
62523,236331,11
62524,236332,4
62525,236338,10
62526,236339,6
62527,236341,8
62528,236344,10
62529,236347,0
62530,236348,0
62531,236351,11
62532,236353,10
62533,236358,3
62534,236359,3
62535,236361,5
62536,236362,0
62537,236363,12
62538,236378,6
62539,236381,14
62540,236386,3
62541,236390,0
62542,236395,4
62543,236396,10
62544,236397,18
62545,236398,5
62546,236400,3
62547,236401,14
62548,236402,10
62549,236403,0
62550,236407,0
62551,236408,12
62552,236412,0
62553,236417,8
62554,236420,20
62555,236426,9
62556,236430,7
62557,236435,0
62558,236438,4
62559,236442,0
62560,236449,8
62561,236458,8
62562,236461,3
62563,236465,4
62564,236469,6
62565,236480,6
62566,236483,9
62567,236494,10
62568,236496,4
62569,236497,11
62570,236500,6
62571,236503,6
62572,236505,5
62573,236507,14
62574,236515,6
62575,236517,0
62576,236522,3
62577,236527,4
62578,236529,0
62579,236533,0
62580,236538,4
62581,236540,0
62582,236545,0
62583,236546,8
62584,236549,3
62585,236550,0
62586,236551,4
62587,236556,0
62588,236561,7
62589,236563,3
62590,236567,4
62591,236571,0
62592,236574,0
62593,236577,12
62594,236582,7
62595,236583,0
62596,236585,7
62597,236589,0
62598,236597,16
62599,236599,4
62600,236609,4
62601,236612,5
62602,236617,5
62603,236620,0
62604,236622,5
62605,236623,3
62606,236625,3
62607,236626,0
62608,236628,10
62609,236633,0
62610,236636,10
62611,236637,18
62612,236639,0
62613,236647,5
62614,236651,22
62615,236656,9
62616,236665,0
62617,236666,15
62618,236668,19
62619,236672,0
62620,236673,17
62621,236675,40
62622,236683,3
62623,236687,4
62624,236688,12
62625,236691,21
62626,236693,5
62627,236696,3
62628,236699,0
62629,236700,6
62630,236701,9
62631,236702,6
62632,236719,5
62633,236720,4
62634,236721,18
62635,236722,37
62636,236729,5
62637,236732,0
62638,236739,5
62639,236743,7
62640,236747,5
62641,236749,15
62642,236756,3
62643,236758,7
62644,236759,0
62645,236762,7
62646,236763,6
62647,236766,0
62648,236773,8
62649,236776,12
62650,236777,5
62651,236778,0
62652,236779,5
62653,236780,0
62654,236783,6
62655,236784,3
62656,236789,5
62657,236791,12
62658,236806,3
62659,236811,4
62660,236819,9
62661,236820,11
62662,236822,13
62663,236826,5
62664,236827,0
62665,236833,3
62666,236834,10
62667,236838,14
62668,236841,6
62669,236843,5
62670,236844,8
62671,236848,10
62672,236853,0
62673,236856,3
62674,236861,7
62675,236862,5
62676,236874,5
62677,236880,3
62678,236884,3
62679,236888,5
62680,236890,0
62681,236891,6
62682,236892,16
62683,236893,0
62684,236894,6
62685,236898,4
62686,236899,3
62687,236902,8
62688,236904,0
62689,236909,13
62690,236913,3
62691,236920,7
62692,236921,0
62693,236925,12
62694,236926,8
62695,236931,0
62696,236934,3
62697,236936,0
62698,236941,4
62699,236942,3
62700,236943,0
62701,236951,0
62702,236957,6
62703,236961,3
62704,236979,3
62705,236980,10
62706,236982,5
62707,236986,0
62708,236995,0
62709,237010,8
62710,237011,5
62711,237015,5
62712,237021,0
62713,237023,6
62714,237024,3
62715,237028,6
62716,237034,0
62717,237036,0
62718,237041,0
62719,237044,0
62720,237046,3
62721,237050,8
62722,237052,6
62723,237053,0
62724,237056,13
62725,237057,5
62726,237059,9
62727,237060,5
62728,237062,5
62729,237066,5
62730,237067,9
62731,237074,5
62732,237076,6
62733,237089,6
62734,237097,6
62735,237102,3
62736,237103,4
62737,237107,3
62738,237114,0
62739,237122,4
62740,237123,0
62741,237127,10
62742,237130,0
62743,237132,7
62744,237133,4
62745,237139,12
62746,237143,0
62747,237144,10
62748,237145,3
62749,237150,15
62750,237152,0
62751,237167,4
62752,237170,10
62753,237180,10
62754,237181,3
62755,237190,8
62756,237195,19
62757,237202,6
62758,237208,3
62759,237212,13
62760,237218,11
62761,237219,5
62762,237221,11
62763,237224,3
62764,237225,0
62765,237226,3
62766,237230,11
62767,237231,0
62768,237234,14
62769,237238,8
62770,237246,8
62771,237248,0
62772,237252,4
62773,237253,7
62774,237254,5
62775,237255,5
62776,237260,0
62777,237263,7
62778,237265,5
62779,237266,0
62780,237272,3
62781,237274,14
62782,237278,14
62783,237283,22
62784,237289,7
62785,237291,0
62786,237292,5
62787,237293,0
62788,237305,0
62789,237306,3
62790,237307,3
62791,237311,8
62792,237312,5
62793,237319,5
62794,237323,0
62795,237324,22
62796,237329,4
62797,237330,5
62798,237334,0
62799,237336,6
62800,237340,6
62801,237343,5
62802,237347,10
62803,237348,15
62804,237350,34
62805,237353,0
62806,237355,4
62807,237358,3
62808,237359,16
62809,237361,0
62810,237364,0
62811,237365,5
62812,237369,9
62813,237370,12
62814,237371,11
62815,237373,5
62816,237378,16
62817,237379,3
62818,237380,17
62819,237381,3
62820,237386,3
62821,237390,3
62822,237396,0
62823,237400,0
62824,237402,36
62825,237405,0
62826,237408,12
62827,237409,3
62828,237423,12
62829,237429,4
62830,237434,4
62831,237446,4
62832,237449,0
62833,237450,11
62834,237468,14
62835,237481,4
62836,237486,5
62837,237500,11
62838,237506,6
62839,237507,0
62840,237508,4
62841,237512,4
62842,237513,3
62843,237520,5
62844,237522,4
62845,237527,5
62846,237528,7
62847,237531,6
62848,237533,4
62849,237537,7
62850,237538,7
62851,237540,8
62852,237541,14
62853,237549,3
62854,237550,7
62855,237556,7
62856,237560,4
62857,237565,0
62858,237571,3
62859,237577,11
62860,237586,6
62861,237590,6
62862,237592,4
62863,237593,4
62864,237604,9
62865,237609,9
62866,237611,4
62867,237617,4
62868,237618,3
62869,237630,11
62870,237632,6
62871,237633,17
62872,237635,8
62873,237637,10
62874,237639,0
62875,237640,0
62876,237641,0
62877,237643,16
62878,237647,4
62879,237648,7
62880,237651,0
62881,237654,0
62882,237656,7
62883,237657,0
62884,237658,0
62885,237660,3
62886,237665,0
62887,237670,5
62888,237675,3
62889,237686,0
62890,237687,7
62891,237691,7
62892,237708,4
62893,237709,3
62894,237710,13
62895,237714,6
62896,237725,6
62897,237726,5
62898,237727,0
62899,237730,15
62900,237738,0
62901,237739,10
62902,237740,7
62903,237741,8
62904,237743,6
62905,237744,11
62906,237747,0
62907,237749,28
62908,237750,16
62909,237751,4
62910,237752,5
62911,237755,0
62912,237756,3
62913,237757,3
62914,237759,10
62915,237765,9
62916,237769,0
62917,237772,7
62918,237792,3
62919,237793,0
62920,237794,3
62921,237802,16
62922,237808,3
62923,237814,0
62924,237815,15
62925,237816,0
62926,237818,6
62927,237820,7
62928,237821,0
62929,237822,15
62930,237826,0
62931,237834,6
62932,237843,3
62933,237853,3
62934,237864,3
62935,237870,3
62936,237879,8
62937,237880,5
62938,237883,0
62939,237885,5
62940,237888,14
62941,237889,4
62942,237893,0
62943,237895,0
62944,237899,5
62945,237900,4
62946,237903,19
62947,237905,0
62948,237911,7
62949,237915,0
62950,237919,6
62951,237928,0
62952,237929,4
62953,237937,0
62954,237939,8
62955,237940,10
62956,237941,14
62957,237945,8
62958,237949,6
62959,237952,0
62960,237955,12
62961,237956,7
62962,237982,5
62963,237983,10
62964,237986,5
62965,237997,7
