,codcliente,numero_persone_diverse
63972,241936,13
63973,241937,0
63974,241940,4
63975,241944,0
63976,241946,27
63977,241948,15
63978,241949,25
63979,241955,14
63980,241964,0
63981,241967,4
63982,241970,12
63983,241975,15
63984,241978,1
63985,241983,0
63986,241984,28
63987,241987,0
63988,241988,18
63989,241995,26
63990,241996,14
63991,241998,13
63992,241999,0
63993,242005,12
63994,242015,31
63995,242019,0
63996,242020,0
63997,242021,23
63998,242024,3
63999,242027,7
64000,242029,0
64001,242030,1
64002,242036,2
64003,242038,0
64004,242042,12
64005,242044,24
64006,242047,23
64007,242048,29
64008,242055,17
64009,242056,24
64010,242058,29
64011,242066,16
64012,242072,9
64013,242073,25
64014,242075,34
64015,242076,0
64016,242077,20
64017,242078,0
64018,242081,20
64019,242082,0
64020,242084,33
64021,242096,25
64022,242099,18
64023,242100,1
64024,242101,1
64025,242102,34
64026,242103,0
64027,242106,1
64028,242107,0
64029,242110,15
64030,242116,0
64031,242125,5
64032,242128,8
64033,242138,7
64034,242139,0
64035,242145,25
64036,242146,23
64037,242147,0
64038,242148,17
64039,242156,5
64040,242159,1
64041,242160,26
64042,242169,32
64043,242171,0
64044,242183,21
64045,242186,7
64046,242198,30
64047,242200,32
64048,242201,18
64049,242210,12
64050,242214,25
64051,242215,0
64052,242220,26
64053,242222,10
64054,242223,0
64055,242224,31
64056,242228,0
64057,242229,35
64058,242231,35
64059,242237,4
64060,242238,9
64061,242240,9
64062,242243,5
64063,242253,13
64064,242254,0
64065,242255,15
64066,242256,0
64067,242262,4
64068,242264,13
64069,242265,10
64070,242268,5
64071,242269,0
64072,242275,5
64073,242277,21
64074,242290,28
64075,242293,12
64076,242295,0
64077,242298,18
64078,242302,24
64079,242303,12
64080,242307,33
64081,242313,25
64082,242314,4
64083,242317,9
64084,242318,0
64085,242320,24
64086,242334,0
64087,242335,0
64088,242336,6
64089,242337,20
64090,242338,0
64091,242339,7
64092,242341,34
64093,242344,0
64094,242348,16
64095,242351,24
64096,242359,28
64097,242363,13
64098,242364,0
64099,242377,0
64100,242381,0
64101,242387,35
64102,242388,19
64103,242389,35
64104,242396,24
64105,242401,17
64106,242403,24
64107,242404,33
64108,242408,20
64109,242414,6
64110,242418,13
64111,242421,12
64112,242430,28
64113,242431,9
64114,242432,0
64115,242442,8
64116,242443,12
64117,242444,35
64118,242447,32
64119,242448,12
64120,242455,3
64121,242456,0
64122,242464,26
64123,242466,0
64124,242467,18
64125,242469,26
64126,242472,28
64127,242473,12
64128,242488,19
64129,242496,0
64130,242505,6
64131,242506,24
64132,242508,9
64133,242510,6
64134,242516,26
64135,242526,16
64136,242527,2
64137,242532,0
64138,242533,15
64139,242541,35
64140,242543,27
64141,242548,0
64142,242551,0
64143,242552,0
64144,242555,9
64145,242570,8
64146,242593,21
64147,242594,0
64148,242598,0
64149,242602,33
64150,242605,23
64151,242609,32
64152,242610,18
64153,242613,7
64154,242615,17
64155,242624,15
64156,242627,0
64157,242630,15
64158,242634,12
64159,242640,5
64160,242652,3
64161,242657,0
64162,242659,27
64163,242663,28
64164,242668,30
64165,242678,19
64166,242689,4
64167,242691,26
64168,242692,3
64169,242694,0
64170,242697,26
64171,242703,15
64172,242704,10
64173,242705,19
64174,242706,10
64175,242713,34
64176,242720,32
64177,242727,0
64178,242729,32
64179,242733,20
64180,242734,12
64181,242735,0
64182,242741,0
64183,242743,0
64184,242745,22
64185,242746,9
64186,242749,11
64187,242753,9
64188,242760,6
64189,242762,12
64190,242763,0
64191,242764,0
64192,242765,0
64193,242771,16
64194,242775,17
64195,242787,26
64196,242790,0
64197,242793,22
64198,242799,21
64199,242803,33
64200,242809,0
64201,242812,15
64202,242817,0
64203,242825,26
64204,242829,27
64205,242842,3
64206,242848,7
64207,242851,34
64208,242859,14
64209,242860,1
64210,242861,30
64211,242866,12
64212,242870,8
64213,242873,0
64214,242880,15
64215,242888,21
64216,242889,0
64217,242890,0
64218,242891,0
64219,242893,0
64220,242900,14
64221,242907,0
64222,242908,4
64223,242910,23
64224,242912,0
64225,242913,0
64226,242914,10
64227,242916,0
64228,242917,30
64229,242918,25
64230,242921,20
64231,242930,26
64232,242933,7
64233,242936,5
64234,242941,0
64235,242943,0
64236,242945,0
64237,242947,15
64238,242949,24
64239,242950,9
64240,242956,2
64241,242960,6
64242,242963,25
64243,242967,0
64244,242968,10
64245,242970,13
64246,242971,0
64247,242973,0
64248,242974,20
64249,242990,17
64250,242995,0
64251,242997,15
64252,243003,11
64253,243004,5
64254,243008,17
64255,243009,19
64256,243010,29
64257,243012,14
64258,243024,12
64259,243025,0
64260,243028,16
64261,243032,25
64262,243036,0
64263,243041,25
64264,243043,0
64265,243046,34
64266,243049,27
64267,243050,10
64268,243052,2
64269,243054,24
64270,243055,29
64271,243057,0
64272,243059,13
64273,243066,0
64274,243068,7
64275,243071,16
64276,243072,35
64277,243073,15
64278,243074,9
64279,243079,15
64280,243093,13
64281,243108,21
64282,243109,32
64283,243111,20
64284,243115,0
64285,243119,0
64286,243127,1
64287,243134,14
64288,243135,0
64289,243137,19
64290,243140,33
64291,243141,9
64292,243148,33
64293,243171,8
64294,243174,30
64295,243180,35
64296,243184,0
64297,243185,10
64298,243187,0
64299,243189,0
64300,243191,14
64301,243203,24
64302,243206,7
64303,243207,28
64304,243208,0
64305,243209,16
64306,243210,0
64307,243216,0
64308,243219,13
64309,243224,15
64310,243229,34
64311,243230,20
64312,243233,33
64313,243235,32
64314,243236,0
64315,243238,27
64316,243250,23
64317,243253,35
64318,243255,31
64319,243259,1
64320,243261,34
64321,243262,12
64322,243265,25
64323,243266,30
64324,243268,29
64325,243275,0
64326,243277,6
64327,243284,20
64328,243292,19
64329,243293,4
64330,243297,15
64331,243298,0
64332,243302,27
64333,243306,12
64334,243315,16
64335,243316,18
64336,243317,17
64337,243318,11
64338,243322,8
64339,243325,25
64340,243333,20
64341,243337,1
64342,243339,0
64343,243348,12
64344,243350,0
64345,243356,15
64346,243363,0
64347,243364,24
64348,243366,0
64349,243367,12
64350,243370,11
64351,243375,20
64352,243378,5
64353,243384,35
64354,243386,12
64355,243387,26
64356,243388,23
64357,243389,0
64358,243392,0
64359,243395,11
64360,243397,0
64361,243400,12
64362,243403,7
64363,243406,5
64364,243413,0
64365,243416,8
64366,243419,12
64367,243420,25
64368,243424,0
64369,243425,0
64370,243428,0
64371,243429,21
64372,243433,0
64373,243437,24
64374,243439,13
64375,243442,20
64376,243443,27
64377,243446,6
64378,243447,0
64379,243448,12
64380,243480,0
64381,243481,21
64382,243484,15
64383,243486,24
64384,243488,5
64385,243489,6
64386,243491,22
64387,243492,9
64388,243496,33
64389,243497,30
64390,243501,29
64391,243502,32
64392,243505,6
64393,243511,10
64394,243513,23
64395,243519,0
64396,243521,4
64397,243530,0
64398,243538,1
64399,243541,0
64400,243549,0
64401,243552,9
64402,243554,25
64403,243557,29
64404,243559,22
64405,243565,0
64406,243566,17
64407,243568,0
64408,243590,27
64409,243595,12
64410,243596,28
64411,243597,20
64412,243605,0
64413,243624,6
64414,243625,12
64415,243627,0
64416,243630,8
64417,243633,27
64418,243639,0
64419,243640,11
64420,243641,25
64421,243644,11
64422,243645,7
64423,243646,0
64424,243655,5
64425,243656,0
64426,243658,7
64427,243668,0
64428,243682,0
64429,243691,9
64430,243693,35
64431,243694,23
64432,243698,32
64433,243705,29
64434,243706,27
64435,243711,4
64436,243714,11
64437,243715,31
64438,243726,23
64439,243728,31
64440,243732,9
64441,243740,21
64442,243742,16
64443,243743,28
64444,243751,12
64445,243752,0
64446,243753,29
64447,243754,17
64448,243763,0
64449,243772,20
64450,243774,0
64451,243776,0
64452,243778,0
64453,243780,32
64454,243782,0
64455,243783,35
64456,243785,17
64457,243788,26
64458,243793,0
64459,243811,0
64460,243832,15
64461,243835,30
64462,243844,0
64463,243851,24
64464,243858,0
64465,243859,0
64466,243862,0
64467,243866,0
64468,243868,5
64469,243869,0
64470,243872,14
64471,243874,0
64472,243877,12
64473,243882,10
64474,243883,9
64475,243889,0
64476,243893,20
64477,243896,11
64478,243897,22
64479,243899,22
64480,243903,0
64481,243908,12
64482,243909,10
64483,243921,12
64484,243922,33
64485,243926,0
64486,243928,0
64487,243935,30
64488,243939,17
64489,243946,0
64490,243950,25
64491,243951,14
64492,243952,0
64493,243958,18
64494,243961,35
64495,243963,22
64496,243969,24
64497,243973,0
64498,243975,0
64499,243978,0
64500,243983,12
64501,243991,0
64502,243994,0
64503,243999,4
64504,244000,18
64505,244002,0
64506,244004,28
64507,244005,13
64508,244006,16
64509,244031,9
64510,244037,0
64511,244044,8
64512,244047,18
64513,244049,0
64514,244051,29
64515,244055,21
64516,244058,2
64517,244069,28
64518,244076,33
64519,244077,4
64520,244078,0
64521,244080,30
64522,244081,15
64523,244093,25
64524,244095,33
64525,244096,18
64526,244097,31
64527,244100,0
64528,244101,0
64529,244105,21
64530,244110,23
64531,244118,22
64532,244119,3
64533,244121,0
64534,244128,3
64535,244133,30
64536,244135,26
64537,244136,10
64538,244139,0
64539,244142,13
64540,244143,26
64541,244144,11
64542,244146,4
64543,244149,17
64544,244150,0
64545,244151,14
64546,244152,8
64547,244155,0
64548,244156,0
64549,244173,28
64550,244182,1
64551,244188,7
64552,244195,20
64553,244201,17
64554,244204,21
64555,244205,0
64556,244212,6
64557,244215,11
64558,244218,0
64559,244220,34
64560,244231,0
64561,244235,19
64562,244241,35
64563,244245,13
64564,244247,8
64565,244248,0
64566,244251,27
64567,244253,30
64568,244263,15
64569,244266,7
64570,244272,0
64571,244275,11
64572,244277,19
64573,244278,21
64574,244280,0
64575,244282,31
64576,244284,0
64577,244287,24
64578,244288,9
64579,244292,7
64580,244295,0
64581,244300,15
64582,244304,24
64583,244315,12
64584,244319,0
64585,244320,5
64586,244324,17
64587,244326,35
64588,244338,6
64589,244342,0
64590,244343,3
64591,244347,17
64592,244348,0
64593,244350,10
64594,244352,27
64595,244353,24
64596,244354,0
64597,244356,0
64598,244357,15
64599,244358,16
64600,244362,20
64601,244363,26
64602,244364,29
64603,244369,0
64604,244373,15
64605,244377,0
64606,244382,0
64607,244384,0
64608,244385,0
64609,244386,17
64610,244389,31
64611,244396,25
64612,244400,24
64613,244401,9
64614,244408,0
64615,244410,16
64616,244411,0
64617,244412,4
64618,244414,7
64619,244415,13
64620,244421,3
64621,244423,23
64622,244427,11
64623,244434,0
64624,244438,0
64625,244446,33
64626,244450,10
64627,244452,9
64628,244461,0
64629,244464,8
64630,244467,11
64631,244472,8
64632,244478,6
64633,244479,0
64634,244480,7
64635,244481,5
64636,244485,0
64637,244488,0
64638,244489,16
64639,244496,0
64640,244497,14
64641,244498,4
64642,244505,0
64643,244506,23
64644,244508,12
64645,244512,24
64646,244515,33
64647,244520,28
64648,244527,0
64649,244528,0
64650,244531,9
64651,244537,1
64652,244541,0
64653,244545,10
64654,244546,23
64655,244552,6
64656,244554,17
64657,244557,0
64658,244559,20
64659,244561,33
64660,244562,27
64661,244565,19
64662,244568,29
64663,244569,13
64664,244572,26
64665,244575,4
64666,244576,10
64667,244580,5
64668,244585,31
64669,244592,33
64670,244595,9
64671,244597,7
64672,244598,0
64673,244599,20
64674,244600,23
64675,244604,6
64676,244606,22
64677,244609,28
64678,244614,0
64679,244615,24
64680,244616,7
64681,244617,13
64682,244625,0
64683,244626,24
64684,244630,8
64685,244633,9
64686,244643,0
64687,244644,35
64688,244653,2
64689,244655,35
64690,244656,0
64691,244657,32
64692,244659,28
64693,244660,0
64694,244663,16
64695,244664,13
64696,244668,35
64697,244675,32
64698,244677,6
64699,244687,15
64700,244693,35
64701,244702,0
64702,244705,29
64703,244711,16
64704,244713,35
64705,244719,28
64706,244723,6
64707,244724,0
64708,244729,20
64709,244738,3
64710,244741,16
64711,244755,0
64712,244761,0
64713,244765,0
64714,244766,0
64715,244771,29
64716,244772,35
64717,244778,17
64718,244782,0
64719,244784,7
64720,244785,28
64721,244789,10
64722,244790,16
64723,244794,18
64724,244796,9
64725,244800,0
64726,244803,0
64727,244807,29
64728,244812,25
64729,244813,27
64730,244817,14
64731,244818,23
64732,244821,5
64733,244823,31
64734,244826,1
64735,244830,0
64736,244832,3
64737,244834,31
64738,244836,32
64739,244839,26
64740,244841,28
64741,244845,0
64742,244847,0
64743,244866,0
64744,244868,14
64745,244870,18
64746,244873,0
64747,244883,3
64748,244884,33
64749,244889,13
64750,244894,16
64751,244899,30
64752,244900,15
64753,244903,7
64754,244904,15
64755,244906,33
64756,244907,26
64757,244908,35
64758,244909,0
64759,244911,0
64760,244912,12
64761,244913,30
64762,244920,23
64763,244921,4
64764,244929,2
64765,244936,0
64766,244937,0
64767,244938,0
64768,244939,11
64769,244942,0
64770,244945,0
64771,244948,26
64772,244949,18
64773,244953,23
64774,244958,0
64775,244961,32
64776,244964,4
64777,244968,0
64778,244970,22
64779,244975,2
64780,244976,22
64781,244978,16
64782,244995,6
64783,244999,12
64784,245000,0
64785,245004,18
64786,245008,13
64787,245010,4
64788,245011,14
64789,245013,4
64790,245014,10
64791,245016,1
64792,245022,15
64793,245023,12
64794,245024,34
64795,245026,27
64796,245039,8
64797,245044,13
64798,245046,28
64799,245054,0
64800,245058,11
64801,245062,31
64802,245068,0
64803,245076,16
64804,245077,10
64805,245079,19
64806,245081,0
64807,245084,33
64808,245085,34
64809,245091,4
64810,245094,5
64811,245099,24
64812,245103,0
64813,245104,0
64814,245105,7
64815,245106,11
64816,245107,28
64817,245109,0
64818,245114,15
64819,245117,1
64820,245119,15
64821,245124,29
64822,245128,0
64823,245136,0
64824,245137,0
64825,245148,15
64826,245150,13
64827,245152,14
64828,245153,19
64829,245154,33
64830,245155,18
64831,245163,31
64832,245168,5
64833,245175,0
64834,245179,0
64835,245185,4
64836,245189,0
64837,245190,26
64838,245200,24
64839,245204,0
64840,245208,7
64841,245212,29
64842,245217,20
64843,245218,0
64844,245219,27
64845,245220,0
64846,245225,13
64847,245228,32
64848,245231,19
64849,245233,9
64850,245234,16
64851,245243,0
64852,245245,10
64853,245246,27
64854,245247,29
64855,245253,24
64856,245255,27
64857,245257,20
64858,245263,31
64859,245264,0
64860,245269,23
64861,245271,15
64862,245273,0
64863,245275,27
64864,245277,0
64865,245281,28
64866,245295,16
64867,245303,25
64868,245315,34
64869,245316,0
64870,245320,12
64871,245338,3
64872,245339,4
64873,245355,3
64874,245358,21
64875,245360,0
64876,245361,8
64877,245367,25
64878,245372,14
64879,245377,0
64880,245378,27
64881,245383,0
64882,245386,22
64883,245387,10
64884,245389,0
64885,245392,25
64886,245396,33
64887,245401,11
64888,245403,4
64889,245404,27
64890,245405,24
64891,245409,0
64892,245410,0
64893,245411,0
64894,245422,27
64895,245424,0
64896,245427,11
64897,245429,22
64898,245433,12
64899,245436,0
64900,245439,0
64901,245443,0
64902,245444,23
64903,245445,0
64904,245446,13
64905,245449,34
64906,245454,28
64907,245468,15
64908,245470,0
64909,245473,33
64910,245480,32
64911,245486,0
64912,245488,8
64913,245490,21
64914,245491,33
64915,245493,4
64916,245494,0
64917,245496,14
64918,245497,18
64919,245503,15
64920,245504,3
64921,245506,22
64922,245509,23
64923,245514,24
64924,245518,35
64925,245519,28
64926,245526,26
64927,245531,31
64928,245533,12
64929,245551,0
64930,245558,20
64931,245561,5
64932,245564,4
64933,245566,30
64934,245568,22
64935,245571,2
64936,245574,0
64937,245576,26
64938,245578,0
64939,245579,13
64940,245582,0
64941,245584,0
64942,245587,0
64943,245590,17
64944,245593,35
64945,245594,22
64946,245599,34
64947,245604,4
64948,245609,0
64949,245613,4
64950,245614,33
64951,245618,8
64952,245622,27
64953,245624,14
64954,245637,35
64955,245638,19
64956,245641,23
64957,245648,0
64958,245649,13
64959,245657,26
64960,245665,5
64961,245666,21
64962,245667,0
64963,245669,0
64964,245673,33
64965,245675,23
64966,245678,0
64967,245683,31
64968,245684,12
64969,245685,8
64970,245689,7
64971,245691,4
64972,245693,14
64973,245694,0
64974,245697,23
64975,245703,0
64976,245708,13
64977,245711,0
64978,245713,17
64979,245722,33
64980,245723,10
64981,245725,0
64982,245728,9
64983,245729,0
64984,245731,7
64985,245734,11
64986,245735,0
64987,245738,20
64988,245739,16
64989,245740,11
64990,245741,22
64991,245743,25
64992,245748,0
64993,245750,0
64994,245751,7
64995,245754,20
64996,245761,30
64997,245765,0
64998,245772,24
64999,245785,27
65000,245788,10
65001,245790,0
65002,245795,11
65003,245805,7
65004,245806,20
65005,245815,6
65006,245818,0
65007,245821,14
65008,245827,0
65009,245828,9
65010,245829,20
65011,245833,20
65012,245840,0
65013,245841,30
65014,245842,18
65015,245843,0
65016,245847,34
65017,245855,20
65018,245858,22
65019,245861,30
65020,245866,24
65021,245867,17
65022,245873,19
65023,245879,0
65024,245881,0
65025,245885,34
65026,245893,9
65027,245897,0
65028,245913,5
65029,245927,17
65030,245934,0
65031,245942,0
65032,245950,10
65033,245953,32
65034,245954,7
65035,245958,23
65036,245978,21
65037,245980,21
65038,245982,35
65039,245983,15
65040,246001,15
65041,246005,12
65042,246012,16
65043,246017,25
65044,246018,0
65045,246019,11
65046,246023,29
65047,246029,14
65048,246031,8
65049,246035,30
65050,246037,0
65051,246044,11
65052,246057,16
65053,246058,0
65054,246059,0
65055,246068,17
65056,246069,7
65057,246072,21
65058,246073,22
65059,246075,31
65060,246076,23
65061,246081,17
65062,246082,0
65063,246085,17
65064,246090,0
65065,246091,20
65066,246096,27
65067,246097,30
65068,246098,8
65069,246099,10
65070,246104,0
65071,246105,19
65072,246109,19
65073,246110,18
65074,246115,0
65075,246126,0
65076,246131,10
65077,246135,17
65078,246146,9
65079,246153,22
65080,246156,14
65081,246157,9
65082,246172,29
65083,246191,4
65084,246194,18
65085,246195,29
65086,246196,14
65087,246203,25
65088,246206,32
65089,246208,0
65090,246215,27
65091,246217,33
65092,246222,5
65093,246223,0
65094,246225,35
65095,246228,19
65096,246231,19
65097,246240,11
65098,246241,14
65099,246243,31
65100,246247,0
65101,246252,0
65102,246258,27
65103,246259,29
65104,246260,19
65105,246262,9
65106,246266,28
65107,246280,33
65108,246283,22
65109,246285,13
65110,246286,7
65111,246291,0
65112,246299,0
65113,246302,29
65114,246304,0
65115,246305,21
65116,246307,13
65117,246309,31
65118,246310,0
65119,246311,31
65120,246315,31
65121,246317,5
65122,246319,11
65123,246324,0
65124,246329,22
65125,246330,23
65126,246331,16
65127,246336,3
65128,246338,21
65129,246348,15
65130,246351,26
65131,246352,26
65132,246356,15
65133,246357,23
65134,246359,26
65135,246362,16
65136,246367,21
65137,246374,33
65138,246376,11
65139,246380,20
65140,246384,0
65141,246386,29
65142,246389,17
65143,246391,28
65144,246393,20
65145,246394,23
65146,246407,23
65147,246413,15
65148,246414,20
65149,246417,0
65150,246419,12
65151,246426,22
65152,246431,22
65153,246434,30
65154,246435,0
65155,246444,3
65156,246445,26
65157,246457,0
65158,246463,9
65159,246472,31
65160,246475,20
65161,246484,0
65162,246491,33
65163,246493,19
65164,246494,15
65165,246496,14
65166,246497,16
65167,246506,25
65168,246513,0
65169,246517,0
65170,246520,5
65171,246521,32
65172,246522,7
65173,246526,0
65174,246527,11
65175,246528,3
65176,246535,0
65177,246537,21
65178,246541,24
65179,246556,17
65180,246557,1
65181,246559,15
65182,246565,28
65183,246569,0
65184,246572,0
65185,246574,0
65186,246576,17
65187,246579,27
65188,246581,14
65189,246582,0
65190,246601,5
65191,246602,8
65192,246603,0
65193,246604,7
65194,246610,22
65195,246611,20
65196,246612,0
65197,246614,12
65198,246617,10
65199,246621,8
65200,246629,0
65201,246631,8
65202,246635,29
65203,246638,1
65204,246643,0
65205,246647,30
65206,246654,14
65207,246656,0
65208,246658,17
65209,246664,7
65210,246665,26
65211,246666,16
65212,246669,30
65213,246673,23
65214,246677,32
65215,246680,6
65216,246682,25
65217,246684,2
65218,246692,26
65219,246695,25
65220,246706,0
65221,246708,32
65222,246718,5
65223,246721,13
65224,246731,33
65225,246733,17
65226,246736,17
65227,246739,34
65228,246741,0
65229,246748,0
65230,246751,29
65231,246753,31
65232,246755,18
65233,246757,9
65234,246759,22
65235,246760,29
65236,246761,30
65237,246763,27
65238,246765,18
65239,246770,31
65240,246772,15
65241,246774,35
65242,246777,28
65243,246778,6
65244,246783,22
65245,246787,29
65246,246788,22
65247,246790,25
65248,246791,21
65249,246792,0
65250,246803,26
65251,246805,0
65252,246806,18
65253,246807,28
65254,246811,0
65255,246822,29
65256,246823,24
65257,246825,3
65258,246832,15
65259,246833,24
65260,246834,9
65261,246839,19
65262,246844,19
65263,246854,26
65264,246862,23
65265,246863,6
65266,246867,0
65267,246880,22
65268,246884,4
65269,246890,30
65270,246893,20
65271,246895,23
65272,246899,15
65273,246900,3
65274,246906,2
65275,246908,15
65276,246911,9
65277,246912,13
65278,246913,0
65279,246916,15
65280,246918,14
65281,246922,10
65282,246924,11
65283,246928,14
65284,246930,0
65285,246932,0
65286,246938,6
65287,246940,0
65288,246942,10
65289,246947,0
65290,246954,11
65291,246958,3
65292,246959,9
65293,246960,0
65294,246965,22
65295,246969,17
65296,246970,12
65297,246973,19
65298,246974,13
65299,246975,23
65300,246976,10
65301,246980,8
65302,247002,23
65303,247008,19
65304,247012,18
65305,247015,0
65306,247016,23
65307,247020,9
65308,247023,11
65309,247035,0
65310,247038,0
65311,247041,19
65312,247044,8
65313,247046,0
65314,247049,18
65315,247052,21
65316,247053,0
65317,247054,23
65318,247070,0
65319,247071,0
65320,247077,23
65321,247082,0
65322,247084,0
65323,247089,3
65324,247094,18
65325,247095,16
65326,247097,7
65327,247101,19
65328,247105,22
65329,247106,31
65330,247107,16
65331,247109,8
65332,247111,34
65333,247114,10
65334,247118,19
65335,247124,1
65336,247125,21
65337,247127,26
65338,247131,8
65339,247132,17
65340,247142,16
65341,247151,21
65342,247152,0
65343,247156,0
65344,247166,24
65345,247167,21
65346,247169,0
65347,247184,17
65348,247194,0
65349,247198,28
65350,247201,23
65351,247202,0
65352,247203,16
65353,247204,0
65354,247207,12
65355,247208,6
65356,247217,4
65357,247218,15
65358,247228,29
65359,247233,5
65360,247241,0
65361,247242,4
65362,247243,13
65363,247251,0
65364,247254,22
65365,247256,12
65366,247272,28
65367,247276,22
65368,247277,25
65369,247279,11
65370,247286,30
65371,247288,34
65372,247291,22
65373,247293,0
65374,247296,17
65375,247299,7
65376,247303,20
65377,247308,0
65378,247310,23
65379,247312,16
65380,247313,5
65381,247315,9
65382,247319,0
65383,247322,33
65384,247325,15
65385,247326,25
65386,247327,23
65387,247337,19
65388,247338,27
65389,247342,13
65390,247343,12
65391,247346,20
65392,247348,0
65393,247350,25
65394,247351,9
65395,247352,0
65396,247359,0
65397,247361,0
65398,247366,0
65399,247372,0
65400,247376,6
65401,247378,9
65402,247380,4
65403,247383,29
65404,247384,11
65405,247385,35
65406,247390,0
65407,247392,10
65408,247396,29
65409,247409,0
65410,247412,21
65411,247414,0
65412,247416,21
65413,247417,20
65414,247428,19
65415,247431,27
65416,247432,31
65417,247433,0
65418,247436,0
65419,247439,33
65420,247440,26
65421,247443,23
65422,247446,20
65423,247452,18
65424,247457,17
65425,247462,0
65426,247468,0
65427,247476,10
65428,247479,16
65429,247481,4
65430,247485,10
65431,247489,11
65432,247490,8
65433,247493,0
65434,247499,20
65435,247501,0
65436,247502,4
65437,247507,17
65438,247509,0
65439,247513,14
65440,247517,21
65441,247523,0
65442,247525,12
65443,247526,5
65444,247529,21
65445,247532,26
65446,247534,32
65447,247542,0
65448,247548,34
65449,247551,24
65450,247556,0
65451,247559,5
65452,247560,0
65453,247565,10
65454,247578,34
65455,247579,25
65456,247585,0
65457,247587,26
65458,247589,24
65459,247594,27
65460,247598,27
65461,247600,25
65462,247605,9
65463,247606,23
65464,247615,16
65465,247618,11
65466,247619,23
65467,247621,19
65468,247624,10
65469,247627,0
65470,247629,22
65471,247630,0
65472,247631,9
65473,247634,17
65474,247635,5
65475,247637,0
65476,247638,35
65477,247640,7
65478,247641,0
65479,247642,10
65480,247646,27
65481,247651,24
65482,247658,17
65483,247660,34
65484,247661,4
65485,247662,33
65486,247666,27
65487,247672,35
65488,247674,0
65489,247675,11
65490,247676,27
65491,247677,21
65492,247684,4
65493,247687,21
65494,247689,34
65495,247691,0
65496,247692,30
65497,247694,0
65498,247695,7
65499,247696,0
65500,247700,7
65501,247706,0
65502,247707,23
65503,247708,17
65504,247715,29
65505,247716,23
65506,247717,35
65507,247725,19
65508,247727,34
65509,247731,24
65510,247733,26
65511,247736,11
65512,247737,0
65513,247742,25
65514,247749,0
65515,247761,9
65516,247763,29
65517,247766,22
65518,247767,22
65519,247775,24
65520,247779,8
65521,247780,0
65522,247781,25
65523,247792,8
65524,247795,17
65525,247798,24
65526,247803,0
65527,247810,4
65528,247812,0
65529,247816,0
65530,247821,35
65531,247823,17
65532,247828,31
65533,247830,7
65534,247843,18
65535,247847,35
65536,247851,0
65537,247853,24
65538,247864,0
65539,247865,28
65540,247871,0
65541,247881,14
65542,247885,30
65543,247886,0
65544,247891,18
65545,247898,2
65546,247904,11
65547,247905,0
65548,247906,0
65549,247907,17
65550,247908,18
65551,247909,10
65552,247911,19
65553,247914,29
65554,247916,19
65555,247919,0
65556,247925,19
65557,247926,10
65558,247931,4
65559,247932,32
65560,247938,16
65561,247939,23
65562,247943,0
65563,247944,1
65564,247946,27
65565,247947,3
65566,247948,20
65567,247951,1
65568,247957,19
65569,247959,29
65570,247961,24
65571,247962,0
65572,247967,33
65573,247968,31
65574,247972,34
65575,247982,0
65576,247989,27
65577,247996,19
65578,248000,31
65579,248003,0
65580,248004,0
65581,248006,0
65582,248007,6
65583,248010,22
65584,248012,9
65585,248026,21
65586,248028,0
65587,248031,0
65588,248032,0
65589,248034,0
65590,248035,19
65591,248045,23
65592,248047,18
65593,248051,23
65594,248058,23
65595,248068,10
65596,248070,21
65597,248072,30
65598,248074,10
65599,248075,34
65600,248076,0
65601,248095,17
65602,248096,6
65603,248097,3
65604,248101,0
65605,248103,6
65606,248108,23
65607,248117,6
65608,248123,26
65609,248125,25
65610,248126,0
65611,248129,11
65612,248139,12
65613,248142,9
65614,248154,25
65615,248163,32
65616,248164,20
65617,248167,26
65618,248169,11
65619,248175,0
65620,248176,30
65621,248178,0
65622,248185,20
65623,248186,20
65624,248187,8
65625,248189,0
65626,248190,13
65627,248195,0
65628,248197,19
65629,248198,14
65630,248200,24
65631,248204,12
65632,248205,34
65633,248206,4
65634,248210,1
65635,248215,0
65636,248216,15
65637,248217,9
65638,248218,23
65639,248235,31
65640,248239,13
65641,248241,0
65642,248245,6
65643,248246,0
65644,248248,18
65645,248250,33
65646,248255,7
65647,248258,28
65648,248266,31
65649,248268,12
65650,248274,3
65651,248279,15
65652,248285,0
65653,248287,18
65654,248288,0
65655,248303,20
65656,248304,32
65657,248313,34
65658,248314,12
65659,248315,0
65660,248321,21
65661,248322,0
65662,248323,8
65663,248324,4
65664,248333,0
65665,248334,1
65666,248337,20
65667,248347,15
65668,248350,10
65669,248351,10
65670,248354,6
65671,248356,8
65672,248357,28
65673,248360,0
65674,248361,17
65675,248364,5
65676,248366,23
65677,248371,0
65678,248372,12
65679,248374,31
65680,248380,19
65681,248391,12
65682,248392,35
65683,248399,6
65684,248405,32
65685,248406,28
65686,248416,10
65687,248420,7
65688,248421,21
65689,248423,0
65690,248426,5
65691,248430,18
65692,248438,34
65693,248451,20
65694,248453,0
65695,248458,24
65696,248463,15
65697,248472,12
65698,248483,10
65699,248484,0
65700,248493,24
65701,248496,27
65702,248500,13
65703,248507,14
65704,248511,0
65705,248514,14
65706,248516,6
65707,248517,0
65708,248532,0
65709,248542,24
65710,248543,20
65711,248548,17
65712,248552,0
65713,248561,0
65714,248564,10
65715,248579,10
65716,248580,31
65717,248583,30
65718,248585,26
65719,248588,9
